323,Mega Camerupt,3,Fire,Ground,Sheer Force,,,560,2
324,Torkoal,3,Fire,,White Smoke,Drought,Shell Armor,470,1
325,Spoink,3,Psychic,,Thick Fat,Own Tempo,Gluttony,330,2
326,Grumpig,3,Psychic,,Thick Fat,Own Tempo,Gluttony,470,2
327,Spinda,3,Normal,,Own Tempo,Tangled Feet,Contrary,360,1
328,Trapinch,3,Ground,,Hyper Cutter,Arena Trap,Sheer Force,290,3
329,Vibrava,3,Ground,Dragon,Levitate,,,340,3
330,Flygon,3,Ground,Dragon,Levitate,,,520,3
331,Cacnea,3,Grass,,Sand Veil,,Water Absorb,335,2
332,Cacturne,3,Grass,Dark,Sand Veil,,Water Absorb,475,2
333,Swablu,3,Normal,Flying,Natural Cure,,Cloud Nine,310,2
334,Altaria,3,Dragon,Flying,Natural Cure,,Cloud Nine,490,2
334,Mega Altaria,3,Dragon,Fairy,Pixilate,,,590,2
335,Zangoose,3,Normal,,Immunity,,Toxic Boost,458,1
336,Seviper,3,Poison,,Shed Skin,,Infiltrator,458,1
337,Lunatone,3,Rock,Psychic,Levitate,,,460,1
338,Solrock,3,Rock,Psychic,Levitate,,,460,1
339,Barboach,3,Water,Ground,Oblivious,Anticipation,Hydration,288,2
340,Whiscash,3,Water,Ground,Oblivious,Anticipation,Hydration,468,2
341,Corphish,3,Water,,Hyper Cutter,Shell Armor,Adaptability,308,2
342,Crawdaunt,3,Water,Dark,Hyper Cutter,Shell Armor,Adaptability,468,2
343,Baltoy,3,Ground,Psychic,Levitate,,,300,2
344,Claydol,3,Ground,Psychic,Levitate,,,500,2
345,Lileep,3,Rock,Grass,Suction Cups,,Storm Drain,355,2
346,Cradily,3,Rock,Grass,Suction Cups,,Storm Drain,495,2
347,Anorith,3,Rock,Bug,Battle Armor,,Swift Swim,355,2
348,Armaldo,3,Rock,Bug,Battle Armor,,Swift Swim,495,2
349,Feebas,3,Water,,Swift Swim,Oblivious,Adaptability,200,2
350,Milotic,3,Water,,Marvel Scale,Competitive,Cute Charm,540,2
351,Castform,3,Normal,,Forecast,,,420,1
351,Castform Sunny Form,3,Fire,,Forecast,,,420,1
351,Castform Rainy Form,3,Water,,Forecast,,,420,1
351,Castform Snowy Form,3,Ice,,Forecast,,,420,1
352,Kecleon,3,Normal,,Color Change,,Protean,440,1
353,Shuppet,3,Ghost,,Insomnia,Frisk,Cursed Body,295,2
354,Banette,3,Ghost,,Insomnia,Frisk,Cursed Body,455,2
354,Mega Banette,3,Ghost,,Prankster,,,555,2
355,Duskull,3,Ghost,,Levitate,,Frisk,295,3
356,Dusclops,3,Ghost,,Pressure,,Frisk,455,3
357,Tropius,3,Grass,Flying,Chlorophyll,Solar Power,Harvest,460,1
358,Chimecho,3,Psychic,,Levitate,,,455,2
359,Absol,3,Dark,,Pressure,Super Luck,Justified,465,1
359,Mega Absol,3,Dark,,Magic Bounce,,,565,1
360,Wynaut,3,Psychic,,Shadow Tag,,Telepathy,260,2
361,Snorunt,3,Ice,,Inner Focus,Ice Body,Moody,300,2
362,Glalie,3,Ice,,Inner Focus,Ice Body,Moody,480,2
362,Mega Glalie,3,Ice,,Refrigerate,,,580,2
363,Spheal,3,Ice,Water,Thick Fat,Ice Body,Oblivious,290,3
364,Sealeo,3,Ice,Water,Thick Fat,Ice Body,Oblivious,410,3
365,Walrein,3,Ice,Water,Thick Fat,Ice Body,Oblivious,530,3
366,Clamperl,3,Water,,Shell Armor,,Rattled,345,2
367,Huntail,3,Water,,Swift Swim,,Water Veil,485,2
368,Gorebyss,3,Water,,Swift Swim,,Hydration,485,2
369,Relicanth,3,Water,Rock,Swift Swim,Rock Head,Sturdy,485,1
370,Luvdisc,3,Water,,Swift Swim,,Hydration,330,1
371,Bagon,3,Dragon,,Rock Head,,Sheer Force,300,3
372,Shelgon,3,Dragon,,Rock Head,,Overcoat,420,3
373,Salamence,3,Dragon,Flying,Intimidate,,Moxie,600,3
373,Mega Salamence,3,Dragon,Flying,Aerilate,,,700,3
374,Beldum,3,Steel,Psychic,Clear Body,,Light Metal,300,3
375,Metang,3,Steel,Psychic,Clear Body,,Light Metal,420,3
376,Metagross,3,Steel,Psychic,Clear Body,,Light Metal,600,3
376,Mega Metagross,3,Steel,Psychic,Tough Claws,,,700,3
377,Regirock,3,Rock,,Clear Body,,Sturdy,580,1
378,Regice,3,Ice,,Clear Body,,Ice Body,580,1
379,Registeel,3,Steel,,Clear Body,,Light Metal,580,1
380,Latias,3,Dragon,Psychic,Levitate,,,600,1
380,Mega Latias,3,Dragon,Psychic,Levitate,,,700,1
381,Latios,3,Dragon,Psychic,Levitate,,,600,1
381,Mega Latios,3,Dragon,Psychic,Levitate,,,700,1
382,Kyogre,3,Water,,Drizzle,,,670,1
382,Primal Kyogre,3,Water,,Primordial Sea,,,770,1
383,Groudon,3,Ground,,Drought,,,670,1
383,Primal Groudon,3,Ground,Fire,Desolate Land,,,770,1
384,Rayquaza,3,Dragon,Flying,Air Lock,,,680,1
384,Mega Rayquaza,3,Dragon,Flying,Delta Stream,,,780,1
385,Jirachi,3,Steel,Psychic,Serene Grace,,,600,1
386,Deoxys,3,Psychic,,Pressure,,,600,1
387,Turtwig,4,Grass,,Overgrow,,Shell Armor,318,3
388,Grotle,4,Grass,,Overgrow,,Shell Armor,405,3
389,Torterra,4,Grass,Ground,Overgrow,,Shell Armor,525,3
390,Chimchar,4,Fire,,Blaze,,Iron Fist,309,3
391,Monferno,4,Fire,Fighting,Blaze,,Iron Fist,405,3
392,Infernape,4,Fire,Fighting,Blaze,,Iron Fist,534,3
393,Piplup,4,Water,,Torrent,,Defiant,314,3
394,Prinplup,4,Water,,Torrent,,Defiant,405,3
395,Empoleon,4,Water,Steel,Torrent,,Defiant,530,3
396,Starly,4,Normal,Flying,Keen Eye,,Reckless,245,3
397,Staravia,4,Normal,Flying,Intimidate,,Reckless,340,3
398,Staraptor,4,Normal,Flying,Intimidate,,Reckless,485,3
399,Bidoof,4,Normal,,Simple,Unaware,Moody,250,2
400,Bibarel,4,Normal,Water,Simple,Unaware,Moody,410,2
401,Kricketot,4,Bug,,Shed Skin,,Run Away,194,2
402,Kricketune,4,Bug,,Swarm,,Technician,384,2
403,Shinx,4,Electric,,Rivalry,Intimidate,Guts,263,3
404,Luxio,4,Electric,,Rivalry,Intimidate,Guts,363,3
405,Luxray,4,Electric,,Rivalry,Intimidate,Guts,523,3
406,Budew,4,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,280,3
407,Roserade,4,Grass,Poison,Natural Cure,Poison Point,Technician,515,3
408,Cranidos,4,Rock,,Mold Breaker,,Sheer Force,350,2
409,Rampardos,4,Rock,,Mold Breaker,,Sheer Force,495,2
410,Shieldon,4,Rock,Steel,Sturdy,,Soundproof,350,2
411,Bastiodon,4,Rock,Steel,Sturdy,,Soundproof,495,2
412,Burmy,4,Bug,,Shed Skin,,Overcoat,224,2
413,Wormadam Plant Cloak,4,Bug,Grass,Anticipation,,Overcoat,424,2
413,Wormadam Sandy Cloak,4,Bug,Ground,Anticipation,,Overcoat,424,2
413,Wormadam Trash Cloak,4,Bug,Steel,Anticipation,,Overcoat,424,2
414,Mothim,4,Bug,Flying,Swarm,,Tinted Lens,424,2
415,Combee,4,Bug,Flying,Honey Gather,,Hustle,244,2
416,Vespiquen,4,Bug,Flying,Pressure,,Unnerve,474,2
417,Pachirisu,4,Electric,,Run Away,Pickup,Volt Absorb,405,1
418,Buizel,4,Water,,Swift Swim,,Water Veil,330,2
419,Floatzel,4,Water,,Swift Swim,,Water Veil,495,2
420,Cherubi,4,Grass,,Chlorophyll,,,275,2
421,Cherrim,4,Grass,,Flower Gift,,,450,2
422,Shellos,4,Water,,Sticky Hold,Storm Drain,Sand Force,325,2
423,Gastrodon,4,Water,Ground,Sticky Hold,Storm Drain,Sand Force,475,2
424,Ambipom,4,Normal,,Technician,Pickup,Skill Link,482,2
425,Drifloon,4,Ghost,Flying,Aftermath,Unburden,Flare Boost,348,2
426,Drifblim,4,Ghost,Flying,Aftermath,Unburden,Flare Boost,498,2
427,Buneary,4,Normal,,Run Away,Klutz,Limber,350,2
428,Lopunny,4,Normal,,Cute Charm,Klutz,Limber,480,2
428,Mega Lopunny,4,Normal,Fighting,Scrappy,,,580,2
429,Mismagius,4,Ghost,,Levitate,,,495,2
430,Honchkrow,4,Dark,Flying,Insomnia,Super Luck,Moxie,505,2
431,Glameow,4,Normal,,Limber,Own Tempo,Keen Eye,310,2
432,Purugly,4,Normal,,Thick Fat,Own Tempo,Defiant,452,2
433,Chingling,4,Psychic,,Levitate,,,285,2
434,Stunky,4,Poison,Dark,Stench,Aftermath,Keen Eye,329,2
435,Skuntank,4,Poison,Dark,Stench,Aftermath,Keen Eye,479,2
436,Bronzor,4,Steel,Psychic,Levitate,Heatproof,Heavy Metal,300,2
437,Bronzong,4,Steel,Psychic,Levitate,Heatproof,Heavy Metal,500,2
438,Bonsly,4,Rock,,Sturdy,Rock Head,Rattled,290,2
439,Mime Jr.,4,Psychic,Fairy,Soundproof,Filter,Technician,310,3
440,Happiny,4,Normal,,Natural Cure,Serene Grace,Friend Guard,220,3
441,Chatot,4,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,411,1
442,Spiritomb,4,Ghost,Dark,Pressure,,Infiltrator,485,1
443,Gible,4,Dragon,Ground,Sand Veil,,Rough Skin,300,3
444,Gabite,4,Dragon,Ground,Sand Veil,,Rough Skin,410,3
445,Garchomp,4,Dragon,Ground,Sand Veil,,Rough Skin,600,3
445,Mega Garchomp,4,Dragon,Ground,Sand Force,,,700,3
446,Munchlax,4,Normal,,Pickup,Thick Fat,Gluttony,390,2
447,Riolu,4,Fighting,,Steadfast,Inner Focus,Prankster,285,2
448,Lucario,4,Fighting,Steel,Steadfast,Inner Focus,Justified,525,2
448,Mega Lucario,4,Fighting,Steel,Adaptability,,,625,2
449,Hippopotas,4,Ground,,Sand Stream,,Sand Force,330,2
450,Hippowdon,4,Ground,,Sand Stream,,Sand Force,525,2
451,Skorupi,4,Poison,Bug,Battle Armor,Sniper,Keen Eye,330,2
452,Drapion,4,Poison,Dark,Battle Armor,Sniper,Keen Eye,500,2
453,Croagunk,4,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,300,2
454,Toxicroak,4,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,490,2
455,Carnivine,4,Grass,,Levitate,,,454,1
456,Finneon,4,Water,,Swift Swim,Storm Drain,Water Veil,330,2
457,Lumineon,4,Water,,Swift Swim,Storm Drain,Water Veil,460,2
458,Mantyke,4,Water,Flying,Swift Swim,Water Absorb,Water Veil,345,2
459,Snover,4,Grass,Ice,Snow Warning,,Soundproof,334,2
460,Abomasnow,4,Grass,Ice,Snow Warning,,Soundproof,494,2
460,Mega Abomasnow,4,Grass,Ice,Snow Warning,,,594,2
461,Weavile,4,Dark,Ice,Pressure,,Pickpocket,510,2
462,Magnezone,4,Electric,Steel,Magnet Pull,Sturdy,Analytic,535,3
463,Lickilicky,4,Normal,,Own Tempo,Oblivious,Cloud Nine,515,2
464,Rhyperior,4,Ground,Rock,Lightning Rod,Solid Rock,Reckless,535,3
465,Tangrowth,4,Grass,,Chlorophyll,Leaf Guard,Regenerator,535,2
466,Electivire,4,Electric,,Motor Drive,,Vital Spirit,540,3
467,Magmortar,4,Fire,,Flame Body,,Vital Spirit,540,3
468,Togekiss,4,Fairy,Flying,Hustle,Serene Grace,Super Luck,545,3
469,Yanmega,4,Bug,Flying,Speed Boost,Tinted Lens,Frisk,515,2
470,Leafeon,4,Grass,,Leaf Guard,,Chlorophyll,525,2
471,Glaceon,4,Ice,,Snow Cloak,,Ice Body,525,2
472,Gliscor,4,Ground,Flying,Hyper Cutter,Sand Veil,Poison Heal,510,2
473,Mamoswine,4,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,530,3
474,Porygon-Z,4,Normal,,Adaptability,Download,Analytic,535,3
475,Gallade,4,Psychic,Fighting,Steadfast,,Justified,518,3
475,Mega Gallade,4,Psychic,Fighting,Inner Focus,,,618,3
476,Probopass,4,Rock,Steel,Sturdy,Magnet Pull,Sand Force,525,2
477,Dusknoir,4,Ghost,,Pressure,,Frisk,525,3
478,Froslass,4,Ice,Ghost,Snow Cloak,,Cursed Body,480,2
479,Rotom,4,Electric,Ghost,Levitate,,,440,1
479,Heat Rotom,4,Electric,Fire,Levitate,,,520,1
479,Wash Rotom,4,Electric,Water,Levitate,,,520,1
479,Frost Rotom,4,Electric,Ice,Levitate,,,520,1
479,Fan Rotom,4,Electric,Flying,Levitate,,,520,1
479,Mow Rotom,4,Electric,Grass,Levitate,,,520,1
480,Uxie,4,Psychic,,Levitate,,,580,1
481,Mesprit,4,Psychic,,Levitate,,,580,1
482,Azelf,4,Psychic,,Levitate,,,580,1
483,Dialga,4,Steel,Dragon,Pressure,,Telepathy,680,1
484,Palkia,4,Water,Dragon,Pressure,,Telepathy,680,1
485,Heatran,4,Fire,Steel,Flash Fire,,Flame Body,600,1
486,Regigigas,4,Normal,,Slow Start,,,670,1
487,Giratina Altered Forme,4,Ghost,Dragon,Pressure,,Telepathy,680,1
487,Giratina Origin Forme,4,Ghost,Dragon,Levitate,,,680,1
488,Cresselia,4,Psychic,,Levitate,,,600,1
489,Phione,4,Water,,Hydration,,,480,1
490,Manaphy,4,Water,,Hydration,,,600,1
491,Darkrai,4,Dark,,Bad Dreams,,,600,1
492,Shaymin Land Forme,4,Grass,,Natural Cure,,,600,1
492,Shaymin Sky Forme,4,Grass,Flying,Serene Grace,,,600,1
493,Arceus,4,Normal,,Multitype,,,720,1
494,Victini,5,Psychic,Fire,Victory Star,,,600,1
495,Snivy,5,Grass,,Overgrow,,Contrary,308,3
496,Servine,5,Grass,,Overgrow,,Contrary,413,3
497,Serperior,5,Grass,,Overgrow,,Contrary,528,3
498,Tepig,5,Fire,,Blaze,,Thick Fat,308,3
499,Pignite,5,Fire,Fighting,Blaze,,Thick Fat,418,3
500,Emboar,5,Fire,Fighting,Blaze,,Reckless,528,3
501,Oshawott,5,Water,,Torrent,,Shell Armor,308,3
502,Dewott,5,Water,,Torrent,,Shell Armor,413,3
503,Samurott,5,Water,,Torrent,,Shell Armor,528,3
504,Patrat,5,Normal,,Run Away,Keen Eye,Analytic,255,2
505,Watchog,5,Normal,,Illuminate,Keen Eye,Analytic,420,2
506,Lillipup,5,Normal,,Vital Spirit,Pickup,Run Away,275,3
507,Herdier,5,Normal,,Intimidate,Sand Rush,Scrappy,370,3
508,Stoutland,5,Normal,,Intimidate,Sand Rush,Scrappy,500,3
509,Purrloin,5,Dark,,Limber,Unburden,Prankster,281,2
510,Liepard,5,Dark,,Limber,Unburden,Prankster,446,2
511,Pansage,5,Grass,,Gluttony,,Overgrow,316,2
512,Simisage,5,Grass,,Gluttony,,Overgrow,498,2
513,Pansear,5,Fire,,Gluttony,,Blaze,316,2
514,Simisear,5,Fire,,Gluttony,,Blaze,498,2
515,Panpour,5,Water,,Gluttony,,Torrent,316,2
516,Simipour,5,Water,,Gluttony,,Torrent,498,2
517,Munna,5,Psychic,,Forewarn,Synchronize,Telepathy,292,2
518,Musharna,5,Psychic,,Forewarn,Synchronize,Telepathy,487,2
519,Pidove,5,Normal,Flying,Big Pecks,Super Luck,Rivalry,264,3
520,Tranquill,5,Normal,Flying,Big Pecks,Super Luck,Rivalry,358,3
521,Unfezant,5,Normal,Flying,Big Pecks,Super Luck,Rivalry,488,3
522,Blitzle,5,Electric,,Lightning Rod,Motor Drive,Sap Sipper,295,2
523,Zebstrika,5,Electric,,Lightning Rod,Motor Drive,Sap Sipper,497,2
524,Roggenrola,5,Rock,,Sturdy,Weak Armor,Sand Force,280,3
525,Boldore,5,Rock,,Sturdy,Weak Armor,Sand Force,390,3
526,Gigalith,5,Rock,,Sturdy,Sand Stream,Sand Force,515,3
527,Woobat,5,Psychic,Flying,Unaware,Klutz,Simple,323,2
528,Swoobat,5,Psychic,Flying,Unaware,Klutz,Simple,425,2
529,Drilbur,5,Ground,,Sand Rush,Sand Force,Mold Breaker,328,2
530,Excadrill,5,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,508,2
531,Audino,5,Normal,,Healer,Regenerator,Klutz,445,1
531,Mega Audino,5,Normal,Fairy,Healer,,,545,1
532,Timburr,5,Fighting,,Guts,Sheer Force,Iron Fist,305,3
533,Gurdurr,5,Fighting,,Guts,Sheer Force,Iron Fist,405,3
534,Conkeldurr,5,Fighting,,Guts,Sheer Force,Iron Fist,505,3
535,Tympole,5,Water,,Swift Swim,Hydration,Water Absorb,294,3
536,Palpitoad,5,Water,Ground,Swift Swim,Hydration,Water Absorb,384,3
537,Seismitoad,5,Water,Ground,Swift Swim,Poison Touch,Water Absorb,509,3
538,Throh,5,Fighting,,Guts,Inner Focus,Mold Breaker,465,1
539,Sawk,5,Fighting,,Sturdy,Inner Focus,Mold Breaker,465,1
540,Sewaddle,5,Bug,Grass,Swarm,Chlorophyll,Overcoat,310,3
541,Swadloon,5,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,380,3
542,Leavanny,5,Bug,Grass,Swarm,Chlorophyll,Overcoat,500,3
543,Venipede,5,Bug,Poison,Poison Point,Swarm,Speed Boost,260,3
544,Whirlipede,5,Bug,Poison,Poison Point,Swarm,Speed Boost,360,3
545,Scolipede,5,Bug,Poison,Poison Point,Swarm,Speed Boost,485,3
546,Cottonee,5,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,280,2
547,Whimsicott,5,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,480,2
548,Petilil,5,Grass,,Chlorophyll,Own Tempo,Leaf Guard,280,2
549,Lilligant,5,Grass,,Chlorophyll,Own Tempo,Leaf Guard,480,2
550,Basculin Red-Striped Form,5,Water,,Reckless,Adaptability,Mold Breaker,460,1
550,Basculin Blue-Striped Form,5,Water,,Rock Head,Adaptability,Mold Breaker,460,1
551,Sandile,5,Ground,Dark,Intimidate,Moxie,Anger Point,292,3
552,Krokorok,5,Ground,Dark,Intimidate,Moxie,Anger Point,351,3
553,Krookodile,5,Ground,Dark,Intimidate,Moxie,Anger Point,519,3
554,Darumaka,5,Fire,,Hustle,,Inner Focus,315,2
554,Galarian Darumaka,5,Ice,,Hustle,,Inner Focus,315,2
555,Darmanitan Standard Mode,5,Fire,,Sheer Force,,Zen Mode,480,2
555,Darmanitan Zen Mode,5,Fire,Psychic,Sheer Force,,Zen Mode,540,2
555,Darmanitan Galarian Standard Mode,5,Ice,,Gorilla Tactics,,Zen Mode,480,2
555,Darmanitan Galarian Zen Mode,5,Ice,Fire,Gorilla Tactics,,Zen Mode,540,2
556,Maractus,5,Grass,,Water Absorb,Chlorophyll,Storm Drain,461,1
557,Dwebble,5,Bug,Rock,Sturdy,Shell Armor,Weak Armor,325,2
558,Crustle,5,Bug,Rock,Sturdy,Shell Armor,Weak Armor,485,2
559,Scraggy,5,Dark,Fighting,Shed Skin,Moxie,Intimidate,348,2
560,Scrafty,5,Dark,Fighting,Shed Skin,Moxie,Intimidate,488,2
561,Sigilyph,5,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,490,1
562,Yamask,5,Ghost,,Mummy,,,303,2
562,Galarian Yamask,5,Ground,Ghost,Wandering Spirit,,,303,2
563,Cofagrigus,5,Ghost,,Mummy,,,483,2
564,Tirtouga,5,Water,Rock,Solid Rock,Sturdy,Swift Swim,355,2
565,Carracosta,5,Water,Rock,Solid Rock,Sturdy,Swift Swim,495,2
566,Archen,5,Rock,Flying,Defeatist,,,401,2
567,Archeops,5,Rock,Flying,Defeatist,,,567,2
568,Trubbish,5,Poison,,Stench,Sticky Hold,Aftermath,329,2
569,Garbodor,5,Poison,,Stench,Weak Armor,Aftermath,474,2
570,Zorua,5,Dark,,Illusion,,,330,2
571,Zoroark,5,Dark,,Illusion,,,510,2
572,Minccino,5,Normal,,Cute Charm,Technician,Skill Link,300,2
573,Cinccino,5,Normal,,Cute Charm,Technician,Skill Link,470,2
574,Gothita,5,Psychic,,Frisk,Competitive,Shadow Tag,290,3
575,Gothorita,5,Psychic,,Frisk,Competitive,Shadow Tag,390,3
576,Gothitelle,5,Psychic,,Frisk,Competitive,Shadow Tag,490,3
577,Solosis,5,Psychic,,Overcoat,Magic Guard,Regenerator,290,3
578,Duosion,5,Psychic,,Overcoat,Magic Guard,Regenerator,370,3
579,Reuniclus,5,Psychic,,Overcoat,Magic Guard,Regenerator,490,3
580,Ducklett,5,Water,Flying,Keen Eye,Big Pecks,Hydration,305,2
581,Swanna,5,Water,Flying,Keen Eye,Big Pecks,Hydration,473,2
582,Vanillite,5,Ice,,Ice Body,Snow Cloak,Weak Armor,305,3
583,Vanillish,5,Ice,,Ice Body,Snow Cloak,Weak Armor,395,3
584,Vanilluxe,5,Ice,,Ice Body,Snow Warning,Weak Armor,535,3
585,Deerling,5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,335,2
586,Sawsbuck,5,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,475,2
587,Emolga,5,Electric,Flying,Static,,Motor Drive,428,1
588,Karrablast,5,Bug,,Swarm,Shed Skin,No Guard,315,2
589,Escavalier,5,Bug,Steel,Swarm,Shell Armor,Overcoat,495,2
590,Foongus,5,Grass,Poison,Effect Spore,,Regenerator,294,2
591,Amoonguss,5,Grass,Poison,Effect Spore,,Regenerator,464,2
592,Frillish,5,Water,Ghost,Water Absorb,Cursed Body,Damp,335,2
593,Jellicent,5,Water,Ghost,Water Absorb,Cursed Body,Damp,480,2
594,Alomomola,5,Water,,Healer,Hydration,Regenerator,470,1
595,Joltik,5,Bug,Electric,Compound Eyes,Unnerve,Swarm,319,2
596,Galvantula,5,Bug,Electric,Compound Eyes,Unnerve,Swarm,472,2
597,Ferroseed,5,Grass,Steel,Iron Barbs,,Anticipation,305,2
598,Ferrothorn,5,Grass,Steel,Iron Barbs,,Anticipation,489,2
599,Klink,5,Steel,,Plus,Minus,Clear Body,300,3
600,Klang,5,Steel,,Plus,Minus,Clear Body,440,3
601,Klinklang,5,Steel,,Plus,Minus,Clear Body,520,3
602,Tynamo,5,Electric,,Levitate,,,275,3
603,Eelektrik,5,Electric,,Levitate,,,405,3
604,Eelektross,5,Electric,,Levitate,,,515,3
605,Elgyem,5,Psychic,,Telepathy,Synchronize,Analytic,335,2
606,Beheeyem,5,Psychic,,Telepathy,Synchronize,Analytic,485,2
607,Litwick,5,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,275,3
608,Lampent,5,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,370,3
609,Chandelure,5,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,520,3
610,Axew,5,Dragon,,Rivalry,Mold Breaker,Unnerve,320,3
611,Fraxure,5,Dragon,,Rivalry,Mold Breaker,Unnerve,410,3
612,Haxorus,5,Dragon,,Rivalry,Mold Breaker,Unnerve,540,3
613,Cubchoo,5,Ice,,Snow Cloak,Slush Rush,Rattled,305,2
614,Beartic,5,Ice,,Snow Cloak,Slush Rush,Swift Swim,505,2
615,Cryogonal,5,Ice,,Levitate,,,515,1
616,Shelmet,5,Bug,,Hydration,Shell Armor,Overcoat,305,2
617,Accelgor,5,Bug,,Hydration,Sticky Hold,Unburden,495,2
618,Stunfisk,5,Ground,Electric,Static,Limber,Sand Veil,471,1
618,Galarian Stunfisk,5,Ground,Steel,Mimicry,,,471,1
619,Mienfoo,5,Fighting,,Inner Focus,Regenerator,Reckless,350,2
620,Mienshao,5,Fighting,,Inner Focus,Regenerator,Reckless,510,2
621,Druddigon,5,Dragon,,Rough Skin,Sheer Force,Mold Breaker,485,1
622,Golett,5,Ground,Ghost,Iron Fist,Klutz,No Guard,303,2
623,Golurk,5,Ground,Ghost,Iron Fist,Klutz,No Guard,483,2
624,Pawniard,5,Dark,Steel,Defiant,Inner Focus,Pressure,340,2
625,Bisharp,5,Dark,Steel,Defiant,Inner Focus,Pressure,490,2
626,Bouffalant,5,Normal,,Reckless,Sap Sipper,Soundproof,490,1
627,Rufflet,5,Normal,Flying,Keen Eye,Sheer Force,Hustle,350,2
628,Braviary,5,Normal,Flying,Keen Eye,Sheer Force,Defiant,510,2
629,Vullaby,5,Dark,Flying,Big Pecks,Overcoat,Weak Armor,370,2
630,Mandibuzz,5,Dark,Flying,Big Pecks,Overcoat,Weak Armor,510,2
631,Heatmor,5,Fire,,Gluttony,Flash Fire,White Smoke,484,1
632,Durant,5,Bug,Steel,Swarm,Hustle,Truant,484,1
633,Deino,5,Dark,Dragon,Hustle,,,300,3
634,Zweilous,5,Dark,Dragon,Hustle,,,420,3
635,Hydreigon,5,Dark,Dragon,Levitate,,,600,3
636,Larvesta,5,Bug,Fire,Flame Body,,Swarm,360,2
637,Volcarona,5,Bug,Fire,Flame Body,,Swarm,550,2
638,Cobalion,5,Steel,Fighting,Justified,,,580,1
639,Terrakion,5,Rock,Fighting,Justified,,,580,1
640,Virizion,5,Grass,Fighting,Justified,,,580,1
641,Tornadus Incarnate Forme,5,Flying,,Prankster,,Defiant,580,1
641,Tornadus Therian Forme,5,Flying,,Regenerator,,,580,1
642,Thundurus Incarnate Forme,5,Electric,Flying,Prankster,,Defiant,580,1
642,Thundurus Therian Forme,5,Electric,Flying,Volt Absorb,,,580,1
643,Reshiram,5,Dragon,Fire,Turboblaze,,,680,1
644,Zekrom,5,Dragon,Electric,Teravolt,,,680,1
645,Landorus Incarnate Forme,5,Ground,Flying,Sand Force,,Sheer Force,600,1
645,Landorus Therian Forme,5,Ground,Flying,Intimidate,,,600,1
646,Kyurem,5,Dragon,Ice,Pressure,,,660,1
646,Black Kyurem,5,Dragon,Ice,Teravolt,,,700,1
646,White Kyurem,5,Dragon,Ice,Turboblaze,,,700,1
647,Keldeo,5,Water,Fighting,Justified,,,580,1
648,Meloetta Aria Forme,5,Normal,Psychic,Serene Grace,,,600,1
648,Meloetta Pirouette Forme,5,Normal,Fighting,Serene Grace,,,600,1
649,Genesect,5,Bug,Steel,Download,,,600,1
650,Chespin,6,Grass,,Overgrow,,Bulletproof,313,3
651,Quilladin,6,Grass,,Overgrow,,Bulletproof,405,3
652,Chesnaught,6,Grass,Fighting,Overgrow,,Bulletproof,530,3
653,Fennekin,6,Fire,,Blaze,,Magician,307,3
654,Braixen,6,Fire,,Blaze,,Magician,409,3
655,Delphox,6,Fire,Psychic,Blaze,,Magician,534,3
656,Froakie,6,Water,,Torrent,,Protean,314,3
657,Frogadier,6,Water,,Torrent,,Protean,405,3
658,Greninja,6,Water,Dark,Torrent,,Protean,530,3
658,Ash-Greninja,6,Water,Dark,Battle Bond,,,640,3
659,Bunnelby,6,Normal,,Pickup,Cheek Pouch,Huge Power,237,2
660,Diggersby,6,Normal,Ground,Pickup,Cheek Pouch,Huge Power,423,2
661,Fletchling,6,Normal,Flying,Big Pecks,,Gale Wings,278,3
662,Fletchinder,6,Fire,Flying,Flame Body,,Gale Wings,382,3
663,Talonflame,6,Fire,Flying,Flame Body,,Gale Wings,499,3
664,Scatterbug,6,Bug,,Shield Dust,Compound Eyes,Friend Guard,200,3
665,Spewpa,6,Bug,,Shed Skin,,Friend Guard,213,3
666,Vivillon,6,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,411,3
667,Litleo,6,Fire,Normal,Rivalry,Unnerve,Moxie,369,2
668,Pyroar,6,Fire,Normal,Rivalry,Unnerve,Moxie,507,2
669,Flabebe,6,Fairy,,Flower Veil,,Symbiosis,303,3
670,Floette,6,Fairy,,Flower Veil,,Symbiosis,371,3
671,Florges,6,Fairy,,Flower Veil,,Symbiosis,552,3
672,Skiddo,6,Grass,,Sap Sipper,,Grass Pelt,350,2
673,Gogoat,6,Grass,,Sap Sipper,,Grass Pelt,531,2
